,Artist(s),Title,Release,acousticness,analysis_url,camelot,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Luciana NYTRIX, Trouble,unknown,0.00827,https://api.spotify.com/v1/audio-analysis/4Ouu0vqdzrYSsVqAawCLzo,3B,0.861,177882.0,0.794,4Ouu0vqdzrYSsVqAawCLzo,0.625,1.0,0.0715,-9.979,1.0,0.0756,120.012,4.0,https://api.spotify.com/v1/tracks/4Ouu0vqdzrYSsVqAawCLzo,audio_features,spotify:track:4Ouu0vqdzrYSsVqAawCLzo,0.716
1,Linier, The Move,unknown,0.0041,https://api.spotify.com/v1/audio-analysis/1SW1xO54CEgzBCukq6UdhY,12B,0.912,312367.0,0.829,1SW1xO54CEgzBCukq6UdhY,0.621,4.0,0.0755,-7.465,1.0,0.14,124.001,4.0,https://api.spotify.com/v1/tracks/1SW1xO54CEgzBCukq6UdhY,audio_features,spotify:track:1SW1xO54CEgzBCukq6UdhY,0.779
2,Gabry Venus, Bongo Gongo,unknown,0.00198,https://api.spotify.com/v1/audio-analysis/2iErbTI637LmhIk8eSQPXo,8B,0.771,154839.0,0.79,2iErbTI637LmhIk8eSQPXo,0.951,0.0,0.0824,-3.224,1.0,0.0412,124.011,4.0,https://api.spotify.com/v1/tracks/2iErbTI637LmhIk8eSQPXo,audio_features,spotify:track:2iErbTI637LmhIk8eSQPXo,0.569
3,Carta, Double Cup,unknown,0.0017,https://api.spotify.com/v1/audio-analysis/0nJXWxqmPYJczhaUxObijt,3B,0.875,188280.0,0.852,0nJXWxqmPYJczhaUxObijt,0.000202,1.0,0.352,-5.033,1.0,0.0447,126.016,4.0,https://api.spotify.com/v1/tracks/0nJXWxqmPYJczhaUxObijt,audio_features,spotify:track:0nJXWxqmPYJczhaUxObijt,0.423
4,JustLuke Madskies, Stranger,unknown,0.00306,https://api.spotify.com/v1/audio-analysis/4NACjT1OVK4LfjKaI5Dt8Q,11B,0.624,220020.0,0.949,4NACjT1OVK4LfjKaI5Dt8Q,0.63,9.0,0.642,-4.481,1.0,0.184,126.039,4.0,https://api.spotify.com/v1/tracks/4NACjT1OVK4LfjKaI5Dt8Q,audio_features,spotify:track:4NACjT1OVK4LfjKaI5Dt8Q,0.393
5,Valentino Khan, Lick It,unknown,0.00596,https://api.spotify.com/v1/audio-analysis/2AUHVjR5lhg6GcztbGvRkc,12B,0.8,216960.0,0.843,2AUHVjR5lhg6GcztbGvRkc,0.119,4.0,0.108,-1.611,1.0,0.0633,124.989,4.0,https://api.spotify.com/v1/tracks/2AUHVjR5lhg6GcztbGvRkc,audio_features,spotify:track:2AUHVjR5lhg6GcztbGvRkc,0.644
6,Donkong, Animals ,Green Ketchup Remix,0.0157,https://api.spotify.com/v1/audio-analysis/2HUqOZmud6hbpSE53T0nZg,4A,0.84,217544.0,0.914,2HUqOZmud6hbpSE53T0nZg,0.00645,5.0,0.0575,-1.149,0.0,0.197,128.026,4.0,https://api.spotify.com/v1/tracks/2HUqOZmud6hbpSE53T0nZg,audio_features,spotify:track:2HUqOZmud6hbpSE53T0nZg,0.449
7,Thomas Gold, Take It Back ,To The Oldschool,0.0359,https://api.spotify.com/v1/audio-analysis/0CzZvvjXQpBpMkGaNo3wt8,4A,0.468,169575.0,0.991,0CzZvvjXQpBpMkGaNo3wt8,0.809,5.0,0.315,-3.216,0.0,0.0726,127.79,4.0,https://api.spotify.com/v1/tracks/0CzZvvjXQpBpMkGaNo3wt8,audio_features,spotify:track:0CzZvvjXQpBpMkGaNo3wt8,0.233
8,Zone 2, I'm Shante ,Vocal Mix,,,,,,,,,,,,,,,,,,,
9,Plastik Funk   Mr. V, The Life,unknown,0.199,https://api.spotify.com/v1/audio-analysis/2GCURTZeEcL2Z1ReKHgT8Y,6A,0.701,176049.0,0.938,2GCURTZeEcL2Z1ReKHgT8Y,0.0367,7.0,0.35,-4.109,0.0,0.198,125.038,4.0,https://api.spotify.com/v1/tracks/2GCURTZeEcL2Z1ReKHgT8Y,audio_features,spotify:track:2GCURTZeEcL2Z1ReKHgT8Y,0.6
