,Artist(s),Title,Release,acousticness,analysis_url,camelot,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Dirty South, Sonar,unknown,0.0103,https://api.spotify.com/v1/audio-analysis/6H0LZo1LxxC74h3RjBCOKT,2B,0.586,260000.0,0.749,6H0LZo1LxxC74h3RjBCOKT,0.886,6.0,0.145,-8.298,1.0,0.0339,123.015,4.0,https://api.spotify.com/v1/tracks/6H0LZo1LxxC74h3RjBCOKT,audio_features,spotify:track:6H0LZo1LxxC74h3RjBCOKT,0.0911
1,Nico De Andrea Pete Dash, Burning Sun,unknown,0.000779,https://api.spotify.com/v1/audio-analysis/0yW7KO74sjF2O3I6NIWUqJ,10A,0.689,206318.0,0.904,0yW7KO74sjF2O3I6NIWUqJ,0.174,11.0,0.0512,-5.787,0.0,0.0785,128.017,4.0,https://api.spotify.com/v1/tracks/0yW7KO74sjF2O3I6NIWUqJ,audio_features,spotify:track:0yW7KO74sjF2O3I6NIWUqJ,0.243
2,EDX, Jaded,unknown,0.0923,https://api.spotify.com/v1/audio-analysis/1G2o8smHvvzpxwOWyLW2o1,10B,0.792,179024.0,0.758,1G2o8smHvvzpxwOWyLW2o1,0.442,2.0,0.412,-5.471,1.0,0.113,123.064,4.0,https://api.spotify.com/v1/tracks/1G2o8smHvvzpxwOWyLW2o1,audio_features,spotify:track:1G2o8smHvvzpxwOWyLW2o1,0.658
3,NEW_ID SOVTH, Step Inside,unknown,0.0335,https://api.spotify.com/v1/audio-analysis/5OAqUyvpNzuXFg2EVubcEC,3B,0.595,161637.0,0.937,5OAqUyvpNzuXFg2EVubcEC,0.0137,1.0,0.372,-2.797,1.0,0.0559,125.994,4.0,https://api.spotify.com/v1/tracks/5OAqUyvpNzuXFg2EVubcEC,audio_features,spotify:track:5OAqUyvpNzuXFg2EVubcEC,0.841
4,Corey James Years, Eros,unknown,0.224,https://api.spotify.com/v1/audio-analysis/1QUIz4RkdzL2QQnqUQb7F2,12A,0.525,204375.0,0.925,1QUIz4RkdzL2QQnqUQb7F2,0.0285,1.0,0.0707,-7.213,0.0,0.0526,128.015,4.0,https://api.spotify.com/v1/tracks/1QUIz4RkdzL2QQnqUQb7F2,audio_features,spotify:track:1QUIz4RkdzL2QQnqUQb7F2,0.203
5,Clean Bandit   Julia Michaels, I Miss You ,Kryder Remix,0.00167,https://api.spotify.com/v1/audio-analysis/7hzXlxuimQvYSpr5XOSOFK,3A,0.792,310828.0,0.744,7hzXlxuimQvYSpr5XOSOFK,0.11,10.0,0.0752,-5.696,0.0,0.0666,124.002,4.0,https://api.spotify.com/v1/tracks/7hzXlxuimQvYSpr5XOSOFK,audio_features,spotify:track:7hzXlxuimQvYSpr5XOSOFK,0.587
6,Format aka Orlando Voorn, Solid Session ,Funkerman Remix,0.0198,https://api.spotify.com/v1/audio-analysis/29L4Yb3KqTd2Q39KisjfuV,3A,0.682,190261.0,0.989,29L4Yb3KqTd2Q39KisjfuV,0.852,10.0,0.15,-6.885,0.0,0.0448,124.979,4.0,https://api.spotify.com/v1/tracks/29L4Yb3KqTd2Q39KisjfuV,audio_features,spotify:track:29L4Yb3KqTd2Q39KisjfuV,0.657
7,Dean Mason, Tick Tock,unknown,0.00178,https://api.spotify.com/v1/audio-analysis/2VNrQfdrTSUOqEaVMOLCvt,10A,0.774,182856.0,0.998,2VNrQfdrTSUOqEaVMOLCvt,0.06,11.0,0.2,-5.24,0.0,0.203,126.018,4.0,https://api.spotify.com/v1/tracks/2VNrQfdrTSUOqEaVMOLCvt,audio_features,spotify:track:2VNrQfdrTSUOqEaVMOLCvt,0.299
8,ID, ID,unknown,0.000241,https://api.spotify.com/v1/audio-analysis/1aRxfiM606yUIQyKZzaslz,9B,0.269,129715.0,0.901,1aRxfiM606yUIQyKZzaslz,0.717,7.0,0.415,-7.38,1.0,0.0719,141.565,4.0,https://api.spotify.com/v1/tracks/1aRxfiM606yUIQyKZzaslz,audio_features,spotify:track:1aRxfiM606yUIQyKZzaslz,0.439
9,Superchumbo, Mutha ,Clean Edit,0.000231,https://api.spotify.com/v1/audio-analysis/4bYPTFGKDNzLEfbWTDh5JI,9A,0.66,339953.0,0.935,4bYPTFGKDNzLEfbWTDh5JI,0.867,4.0,0.0959,-6.923,0.0,0.0705,126.005,4.0,https://api.spotify.com/v1/tracks/4bYPTFGKDNzLEfbWTDh5JI,audio_features,spotify:track:4bYPTFGKDNzLEfbWTDh5JI,0.0751
