,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Boris Brejcha, Neverlands  ,unknown,,,,,,,,,,,,,,,,,,
1,Boris Brejcha, Emanuell  ,unknown,,,,,,,,,,,,,,,,,,
2,Boris Brejcha, Love Is A Dream  ,unknown,,,,,,,,,,,,,,,,,,
3,Boris Brejcha, Terminate Myself  ,unknown,,,,,,,,,,,,,,,,,,
4,Boris Brejcha, The Darkest Night  ,unknown,0.000978,https://api.spotify.com/v1/audio-analysis/27O8o1WiueSaHw3jF2rRne,0.799,435840.0,0.638,27O8o1WiueSaHw3jF2rRne,0.905,1.0,0.0928,-11.889,1.0,0.062,125.011,4.0,https://api.spotify.com/v1/tracks/27O8o1WiueSaHw3jF2rRne,audio_features,spotify:track:27O8o1WiueSaHw3jF2rRne,0.287
5,Boris Brejcha, Oldskoolerz  ,unknown,,,,,,,,,,,,,,,,,,
6,Boris Brejcha, Drop It Like A Discob****  ,unknown,,,,,,,,,,,,,,,,,,
7,Boris Brejcha, Vergissmeinnicht  ,unknown,,,,,,,,,,,,,,,,,,
8,Boris Brejcha, Ich Bin Subbermän  ,unknown,,,,,,,,,,,,,,,,,,
