,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Calvin Harris   Dua Lipa, One Kiss ,R3HAB Remix,0.158,https://api.spotify.com/v1/audio-analysis/5tsZgJv9QqdrIqxU9piCku,0.59,190866.0,0.919,5tsZgJv9QqdrIqxU9piCku,0.000214,9.0,0.0595,-3.314,0.0,0.146,126.926,4.0,https://api.spotify.com/v1/tracks/5tsZgJv9QqdrIqxU9piCku,audio_features,spotify:track:5tsZgJv9QqdrIqxU9piCku,0.133
1,Sean Paul, Temperature ,Andrew Mathers Afro Remix,0.106,https://api.spotify.com/v1/audio-analysis/0k2GOhqsrxDTAbFFSdNJjT,0.951,218573.0,0.6,0k2GOhqsrxDTAbFFSdNJjT,0.0,0.0,0.0712,-4.675,0.0,0.0685,125.04,4.0,https://api.spotify.com/v1/tracks/0k2GOhqsrxDTAbFFSdNJjT,audio_features,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,0.822
2,J Balvin   Willy William, Mi Gente ,Genairo Nvilla King Of Drums Rework,0.0179,https://api.spotify.com/v1/audio-analysis/4ipnJyDU3Lq15qBAYNqlqK,0.774,189440.0,0.687,4ipnJyDU3Lq15qBAYNqlqK,1.17e-05,11.0,0.128,-4.818,0.0,0.0584,104.959,4.0,https://api.spotify.com/v1/tracks/4ipnJyDU3Lq15qBAYNqlqK,audio_features,spotify:track:4ipnJyDU3Lq15qBAYNqlqK,0.308
3,Lucas   Steve vs. Akon, Feel Alive vs. Sexy Bitch ,Synaps Mashup,,,,,,,,,,,,,,,,,,
4,Lucas   Steve vs. Pep   Rash, Feel Alive  ,Original Mix,0.0218,https://api.spotify.com/v1/audio-analysis/15J54YXr8wiW7P6gj7g552,0.468,166667.0,0.878,15J54YXr8wiW7P6gj7g552,0.767,11.0,0.176,-5.866,0.0,0.116,126.059,4.0,https://api.spotify.com/v1/tracks/15J54YXr8wiW7P6gj7g552,audio_features,spotify:track:15J54YXr8wiW7P6gj7g552,0.104
5,David Guetta ft. Akon, Sexy Bitch  ,Original Mix,0.076,https://api.spotify.com/v1/audio-analysis/0uXO2GrNiIb1xHT9LUdxZE,0.813,195853.0,0.627,0uXO2GrNiIb1xHT9LUdxZE,0.000616,11.0,0.131,-5.018,0.0,0.0486,130.011,4.0,https://api.spotify.com/v1/tracks/0uXO2GrNiIb1xHT9LUdxZE,audio_features,spotify:track:0uXO2GrNiIb1xHT9LUdxZE,0.801
6,Double Pleasure ft. Lennis Rodriguez, Tucan  ,Original Mix,0.0485,https://api.spotify.com/v1/audio-analysis/4SJV1vSExjyi70x0UV0ZBX,0.672,188935.0,0.88,4SJV1vSExjyi70x0UV0ZBX,0.257,7.0,0.23,-3.084,1.0,0.146,125.022,4.0,https://api.spotify.com/v1/tracks/4SJV1vSExjyi70x0UV0ZBX,audio_features,spotify:track:4SJV1vSExjyi70x0UV0ZBX,0.534
7,Cee,Lo Green ,Original Mix,,,,,,,,,,,,,,,,,,
8,Sebastian Ingrosso   Tommy Trash ft. John Martin, Reload  ,Original Mix,0.0736,https://api.spotify.com/v1/audio-analysis/0GDVj31c8AxWXjWFzVFu0d,0.484,221280.0,0.724,0GDVj31c8AxWXjWFzVFu0d,0.0,9.0,0.0631,-4.633,0.0,0.0522,128.038,4.0,https://api.spotify.com/v1/tracks/0GDVj31c8AxWXjWFzVFu0d,audio_features,spotify:track:0GDVj31c8AxWXjWFzVFu0d,0.433
9,Kölsch, Grey ,David Puentez VIP Edit,0.053,https://api.spotify.com/v1/audio-analysis/1tNxprI7wf87blRuXUyEvC,0.833,293579.0,0.582,1tNxprI7wf87blRuXUyEvC,0.0577,11.0,0.108,-6.987,0.0,0.0659,125.026,4.0,https://api.spotify.com/v1/tracks/1tNxprI7wf87blRuXUyEvC,audio_features,spotify:track:1tNxprI7wf87blRuXUyEvC,0.209
10,Black Eyed Peas, Boom Boom Pow  ,Original Mix,0.15,https://api.spotify.com/v1/audio-analysis/7xRNsqOQOgWbHV1nbXnfXN,0.869,251440.0,0.851,7xRNsqOQOgWbHV1nbXnfXN,0.000873,9.0,0.136,-6.201,1.0,0.0827,130.09,4.0,https://api.spotify.com/v1/tracks/7xRNsqOQOgWbHV1nbXnfXN,audio_features,spotify:track:7xRNsqOQOgWbHV1nbXnfXN,0.395
11,Wiwek   Mike Cervello, Ni De Coña ,Simon Kidzoo Remix,0.000202,https://api.spotify.com/v1/audio-analysis/2Wt7I8uf77CP9YvTRl1nug,0.8,248831.0,0.96,2Wt7I8uf77CP9YvTRl1nug,0.925,1.0,0.0345,-5.981,0.0,0.0807,124.011,4.0,https://api.spotify.com/v1/tracks/2Wt7I8uf77CP9YvTRl1nug,audio_features,spotify:track:2Wt7I8uf77CP9YvTRl1nug,0.864
