,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,On June   Tesity, The Devil's Tears ,Sam Feldt Edit,0.0277,https://api.spotify.com/v1/audio-analysis/4BXtp3tKojKwtwWj0RAMBu,0.798,240257.0,0.595,4BXtp3tKojKwtwWj0RAMBu,0.446,4.0,0.0575,-8.326,1.0,0.0421,111.998,4.0,https://api.spotify.com/v1/tracks/4BXtp3tKojKwtwWj0RAMBu,audio_features,spotify:track:4BXtp3tKojKwtwWj0RAMBu,0.718
1,Pep Rash   Sander van Doorn, White Rabbit  ,unknown,0.00042,https://api.spotify.com/v1/audio-analysis/4Zvbj1jPFlVzD8gjP68e2b,0.629,192500.0,0.929,4Zvbj1jPFlVzD8gjP68e2b,0.00912,11.0,0.12,-3.174,0.0,0.03,125.998,4.0,https://api.spotify.com/v1/tracks/4Zvbj1jPFlVzD8gjP68e2b,audio_features,spotify:track:4Zvbj1jPFlVzD8gjP68e2b,0.7
2,HI,LO ,unknown,0.696,https://api.spotify.com/v1/audio-analysis/3BfMkPqwj5ERNxi1t8H4SW,0.788,234005.0,0.271,3BfMkPqwj5ERNxi1t8H4SW,0.813,1.0,0.692,-15.515,1.0,0.137,79.998,4.0,https://api.spotify.com/v1/tracks/3BfMkPqwj5ERNxi1t8H4SW,audio_features,spotify:track:3BfMkPqwj5ERNxi1t8H4SW,0.166
3,Rarevase, Limits ,Body Rock,,,,,,,,,,,,,,,,,,
4,Breathe Carolina Ryos, More Than Ever  ,unknown,0.00305,https://api.spotify.com/v1/audio-analysis/5vAPeVWTs7DBXgR14lGEeq,0.463,223359.0,0.798,5vAPeVWTs7DBXgR14lGEeq,0.000196,8.0,0.137,-4.454,0.0,0.0609,128.031,4.0,https://api.spotify.com/v1/tracks/5vAPeVWTs7DBXgR14lGEeq,audio_features,spotify:track:5vAPeVWTs7DBXgR14lGEeq,0.235
5,Felix Jaehn   Lost Frequencies Linying, Eagle Eyes ,Lucas & Steve Remix,0.266,https://api.spotify.com/v1/audio-analysis/6ziL0ZLhnsfeOtYGpCHXdC,0.581,198740.0,0.972,6ziL0ZLhnsfeOtYGpCHXdC,0.0663,0.0,0.263,-3.066,1.0,0.0384,124.964,4.0,https://api.spotify.com/v1/tracks/6ziL0ZLhnsfeOtYGpCHXdC,audio_features,spotify:track:6ziL0ZLhnsfeOtYGpCHXdC,0.588
6,Yves V   Skytech Fafaq, Indigo  ,SPINNIN',0.000163,https://api.spotify.com/v1/audio-analysis/6XSkbRDiwTTyCQBdtFFnmL,0.552,165714.0,0.978,6XSkbRDiwTTyCQBdtFFnmL,0.373,11.0,0.121,-3.793,0.0,0.0446,125.981,4.0,https://api.spotify.com/v1/tracks/6XSkbRDiwTTyCQBdtFFnmL,audio_features,spotify:track:6XSkbRDiwTTyCQBdtFFnmL,0.418
7,Jewelz Sparks, I Can Fly  ,unknown,0.00425,https://api.spotify.com/v1/audio-analysis/5OUFvcg8FHeJ80EmP40QU0,0.624,183359.0,0.919,5OUFvcg8FHeJ80EmP40QU0,0.06,11.0,0.439,-3.763,0.0,0.0478,127.97,4.0,https://api.spotify.com/v1/tracks/5OUFvcg8FHeJ80EmP40QU0,audio_features,spotify:track:5OUFvcg8FHeJ80EmP40QU0,0.485
8,FTampa Sexroom, Lifetime  ,SPINNIN',0.00434,https://api.spotify.com/v1/audio-analysis/0OrTu2KpHKWdhjZKlVJNkC,0.595,158438.0,0.979,0OrTu2KpHKWdhjZKlVJNkC,0.0252,5.0,0.202,-2.605,0.0,0.0546,128.017,4.0,https://api.spotify.com/v1/tracks/0OrTu2KpHKWdhjZKlVJNkC,audio_features,spotify:track:0OrTu2KpHKWdhjZKlVJNkC,0.502
9,Bjonr   Tom Bailey, Fade Into You  ,SPINNIN',0.00127,https://api.spotify.com/v1/audio-analysis/4DshFHL2nd75IOPUGrhF9L,0.61,228250.0,0.639,4DshFHL2nd75IOPUGrhF9L,0.00326,9.0,0.108,-6.091,1.0,0.0331,120.07,4.0,https://api.spotify.com/v1/tracks/4DshFHL2nd75IOPUGrhF9L,audio_features,spotify:track:4DshFHL2nd75IOPUGrhF9L,0.0888
10,Goldfish   Julia Church, Heart Shaped Box  ,unknown,0.00369,https://api.spotify.com/v1/audio-analysis/1SsSCaMiwGOJHf0YKVuUF9,0.684,206109.0,0.771,1SsSCaMiwGOJHf0YKVuUF9,1.73e-05,1.0,0.362,-6.38,1.0,0.0425,123.061,4.0,https://api.spotify.com/v1/tracks/1SsSCaMiwGOJHf0YKVuUF9,audio_features,spotify:track:1SsSCaMiwGOJHf0YKVuUF9,0.468
11,Oliver Heldens Shaun Frank   Delaney Jane, Shades Of Grey ,Nora En Pure Remix,0.0314,https://api.spotify.com/v1/audio-analysis/3bdJqYqgm5trpUzYyw5fBQ,0.86,286999.0,0.852,3bdJqYqgm5trpUzYyw5fBQ,0.00229,7.0,0.0486,-4.566,0.0,0.203,121.993,4.0,https://api.spotify.com/v1/tracks/3bdJqYqgm5trpUzYyw5fBQ,audio_features,spotify:track:3bdJqYqgm5trpUzYyw5fBQ,0.442
12,Robin Schulz   Francesco Yates, Sugar ,EDX Ibiza Sunrise Remix,0.00279,https://api.spotify.com/v1/audio-analysis/3ImDU8TdDKkEl1Kg1DfEU3,0.84,324385.0,0.822,3ImDU8TdDKkEl1Kg1DfEU3,0.0056,5.0,0.0638,-4.664,0.0,0.0827,123.007,4.0,https://api.spotify.com/v1/tracks/3ImDU8TdDKkEl1Kg1DfEU3,audio_features,spotify:track:3ImDU8TdDKkEl1Kg1DfEU3,0.649
13,Shaun Frank KSHMR   Delaney Jane, Heaven  ,unknown,0.0437,https://api.spotify.com/v1/audio-analysis/6O31zthNOIzdQcFLtEggnF,0.683,284256.0,0.928,6O31zthNOIzdQcFLtEggnF,0.254,7.0,0.102,-3.92,0.0,0.0495,126.015,4.0,https://api.spotify.com/v1/tracks/6O31zthNOIzdQcFLtEggnF,audio_features,spotify:track:6O31zthNOIzdQcFLtEggnF,0.19
14,Tiësto Don Diablo   Thomas Troelsen, Chemicals  ,unknown,0.0344,https://api.spotify.com/v1/audio-analysis/5hZz0GjweCU7v0u5VU6KlT,0.529,222075.0,0.955,5hZz0GjweCU7v0u5VU6KlT,4.55e-05,10.0,0.353,-2.59,0.0,0.0794,125.988,4.0,https://api.spotify.com/v1/tracks/5hZz0GjweCU7v0u5VU6KlT,audio_features,spotify:track:5hZz0GjweCU7v0u5VU6KlT,0.0893
15,Diplo Sleepy Tom, Be Right There  ,unknown,0.00259,https://api.spotify.com/v1/audio-analysis/2egKQvoHiCJyHXn8lRlsrl,0.695,237051.0,0.797,2egKQvoHiCJyHXn8lRlsrl,0.112,7.0,0.664,-5.199,1.0,0.0548,124.972,4.0,https://api.spotify.com/v1/tracks/2egKQvoHiCJyHXn8lRlsrl,audio_features,spotify:track:2egKQvoHiCJyHXn8lRlsrl,0.297
16,Antonio Giacca, Going Crazy  ,SPINNIN',0.14,https://api.spotify.com/v1/audio-analysis/2PDRsXWkTZK9lVeX1GPnBo,0.784,175165.0,0.951,2PDRsXWkTZK9lVeX1GPnBo,0.0185,1.0,0.185,-4.758,1.0,0.0908,123.009,4.0,https://api.spotify.com/v1/tracks/2PDRsXWkTZK9lVeX1GPnBo,audio_features,spotify:track:2PDRsXWkTZK9lVeX1GPnBo,0.247
17,The Shapeshifters   Don Diablo, Lola's Theme ,Bjonr Mashup,,,,,,,,,,,,,,,,,,
18,Duke Dumont   Jay Norton, Ocean Drive ,Shaun Frank Remix,0.00637,https://api.spotify.com/v1/audio-analysis/0b6wdul3A5sQNpIOv03OxP,0.686,206320.0,0.718,0b6wdul3A5sQNpIOv03OxP,0.000703,8.0,0.119,-5.054,0.0,0.0431,115.026,4.0,https://api.spotify.com/v1/tracks/0b6wdul3A5sQNpIOv03OxP,audio_features,spotify:track:0b6wdul3A5sQNpIOv03OxP,0.557
19,Bit Funk   Shae Jacobs, Off The Ground  ,unknown,0.0034,https://api.spotify.com/v1/audio-analysis/38hGgJadLOz7ZMrBDdi4NG,0.69,216093.0,0.853,38hGgJadLOz7ZMrBDdi4NG,5.91e-05,0.0,0.0874,-6.557,1.0,0.0346,120.991,4.0,https://api.spotify.com/v1/tracks/38hGgJadLOz7ZMrBDdi4NG,audio_features,spotify:track:38hGgJadLOz7ZMrBDdi4NG,0.414
