,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,A,Minor ,unknown,0.00122,https://api.spotify.com/v1/audio-analysis/1A0tpeLaB81qYywJdTfvfx,0.478,246760.0,0.737,1A0tpeLaB81qYywJdTfvfx,0.0164,8.0,0.13,-5.473,1.0,0.0284,114.978,4.0,https://api.spotify.com/v1/tracks/1A0tpeLaB81qYywJdTfvfx,audio_features,spotify:track:1A0tpeLaB81qYywJdTfvfx,0.196
1,Andre Crom, New Day  ,unknown,0.000615,https://api.spotify.com/v1/audio-analysis/74x4KXjNaoZLmAPJZwqlQS,0.82,446902.0,0.953,74x4KXjNaoZLmAPJZwqlQS,0.864,8.0,0.144,-8.394,1.0,0.155,122.013,4.0,https://api.spotify.com/v1/tracks/74x4KXjNaoZLmAPJZwqlQS,audio_features,spotify:track:74x4KXjNaoZLmAPJZwqlQS,0.7
2,ARTY Matisse Sadko, RIOT  ,unknown,0.00102,https://api.spotify.com/v1/audio-analysis/3gV8FeEfQSBPq4KQXV4GVe,0.571,369385.0,0.952,3gV8FeEfQSBPq4KQXV4GVe,0.434,7.0,0.0627,-5.269,1.0,0.0513,128.024,4.0,https://api.spotify.com/v1/tracks/3gV8FeEfQSBPq4KQXV4GVe,audio_features,spotify:track:3gV8FeEfQSBPq4KQXV4GVe,0.0648
3,Sander van Doorn Yves V, Direct Dizko  ,SPINNIN',0.00204,https://api.spotify.com/v1/audio-analysis/2qcwUePNRWFWqbVn9Va3hD,0.618,298446.0,0.991,2qcwUePNRWFWqbVn9Va3hD,0.71,8.0,0.146,-1.712,1.0,0.0508,129.997,4.0,https://api.spotify.com/v1/tracks/2qcwUePNRWFWqbVn9Va3hD,audio_features,spotify:track:2qcwUePNRWFWqbVn9Va3hD,0.457
4,TST Alvaro, Out Of Control  ,unknown,0.00349,https://api.spotify.com/v1/audio-analysis/0t7gRJSGTLlwPca0o0IaVx,0.707,296514.0,0.928,0t7gRJSGTLlwPca0o0IaVx,0.191,0.0,0.0987,-5.06,1.0,0.0512,127.988,4.0,https://api.spotify.com/v1/tracks/0t7gRJSGTLlwPca0o0IaVx,audio_features,spotify:track:0t7gRJSGTLlwPca0o0IaVx,0.234
5,Swanky Tunes, Scratch  ,unknown,0.0312,https://api.spotify.com/v1/audio-analysis/5aOV2BfAgoPd88YNQC4FeD,0.912,232500.0,0.874,5aOV2BfAgoPd88YNQC4FeD,0.759,10.0,0.0542,-5.403,1.0,0.185,127.991,4.0,https://api.spotify.com/v1/tracks/5aOV2BfAgoPd88YNQC4FeD,audio_features,spotify:track:5aOV2BfAgoPd88YNQC4FeD,0.493
6,deadmau5, Your Ad Here  ,unknown,0.0104,https://api.spotify.com/v1/audio-analysis/2S3Dsl2cHW6N0UHBjC5QIY,0.945,405060.0,0.555,2S3Dsl2cHW6N0UHBjC5QIY,0.815,11.0,0.0348,-9.268,0.0,0.219,128.102,4.0,https://api.spotify.com/v1/tracks/2S3Dsl2cHW6N0UHBjC5QIY,audio_features,spotify:track:2S3Dsl2cHW6N0UHBjC5QIY,0.0368
7,Don Diablo, Edge Of The Earth ,Acappella,,,,,,,,,,,,,,,,,,
8,Feed Me, Death By Robot  ,unknown,4.94e-05,https://api.spotify.com/v1/audio-analysis/5IIiTeO0GX2awOtR74LBcZ,0.538,227951.0,0.862,5IIiTeO0GX2awOtR74LBcZ,0.764,11.0,0.0912,-5.268,0.0,0.0931,128.013,4.0,https://api.spotify.com/v1/tracks/5IIiTeO0GX2awOtR74LBcZ,audio_features,spotify:track:5IIiTeO0GX2awOtR74LBcZ,0.654
9,Cash Cash   Fatboy Slim, Satellite Champions ,Don Diablo Mash,,,,,,,,,,,,,,,,,,
10,My Digital Enemy, Wrong  ,unknown,0.000537,https://api.spotify.com/v1/audio-analysis/3uGscn7LQyBWtvvfphJ56C,0.729,320812.0,0.903,3uGscn7LQyBWtvvfphJ56C,0.842,6.0,0.0312,-4.595,0.0,0.0538,126.002,4.0,https://api.spotify.com/v1/tracks/3uGscn7LQyBWtvvfphJ56C,audio_features,spotify:track:3uGscn7LQyBWtvvfphJ56C,0.722
11,Boys Noize, Starwin ,Maor Levi Remix,0.000367,https://api.spotify.com/v1/audio-analysis/2g5WlH1b6dce45feunvtoc,0.723,240067.0,0.673,2g5WlH1b6dce45feunvtoc,0.845,4.0,0.1,-6.353,1.0,0.0454,124.996,4.0,https://api.spotify.com/v1/tracks/2g5WlH1b6dce45feunvtoc,audio_features,spotify:track:2g5WlH1b6dce45feunvtoc,0.236
12,Hot Mouth, Juxtapose  ,unknown,0.0218,https://api.spotify.com/v1/audio-analysis/1emqYJ9uWRmRvWxv5eXK51,0.875,358125.0,0.783,1emqYJ9uWRmRvWxv5eXK51,0.565,2.0,0.555,-4.799,1.0,0.13,128.017,4.0,https://api.spotify.com/v1/tracks/1emqYJ9uWRmRvWxv5eXK51,audio_features,spotify:track:1emqYJ9uWRmRvWxv5eXK51,0.0586
13,French Montana   Crookers   Al Bizarre, Pop That Blast Wave ,Kastra Bootleg,,,,,,,,,,,,,,,,,,
14,MOTi   Thomas Newson, Heat The Pollaroid Up ,Don Diablo Mash,,,,,,,,,,,,,,,,,,
15,Don Diablo CID   DJ Snake, Prototype Birthday ,Don Diablo Mash,,,,,,,,,,,,,,,,,,
16,Don Diablo, Origins  ,unknown,0.0236,https://api.spotify.com/v1/audio-analysis/1heznS6b57vMUrwguaMF69,0.784,308558.0,0.636,1heznS6b57vMUrwguaMF69,0.9,8.0,0.0881,-5.791,0.0,0.0437,128.018,4.0,https://api.spotify.com/v1/tracks/1heznS6b57vMUrwguaMF69,audio_features,spotify:track:1heznS6b57vMUrwguaMF69,0.26
17,Don Diablo Matt Nash   Noonie Bao, Starlight ,Could You Be Mine,0.0142,https://api.spotify.com/v1/audio-analysis/1VBM2uwHhtw29y8DDYfImo,0.674,199347.0,0.664,1VBM2uwHhtw29y8DDYfImo,1.3e-05,10.0,0.239,-5.005,0.0,0.034,127.989,4.0,https://api.spotify.com/v1/tracks/1VBM2uwHhtw29y8DDYfImo,audio_features,spotify:track:1VBM2uwHhtw29y8DDYfImo,0.206
18,Don Diablo   Bobby Rock, Give Blitz All ,Don Diablo Mash,,,,,,,,,,,,,,,,,,
19,Sub Focus, Turn Back Time  ,unknown,0.122,https://api.spotify.com/v1/audio-analysis/0qCgbIJOBYM5sGAVXUuPI6,0.688,210244.0,0.707,0qCgbIJOBYM5sGAVXUuPI6,0.00137,8.0,0.0905,-6.951,0.0,0.0573,128.015,4.0,https://api.spotify.com/v1/tracks/0qCgbIJOBYM5sGAVXUuPI6,audio_features,spotify:track:0qCgbIJOBYM5sGAVXUuPI6,0.363
20,Wolfgang Gartner, Love & War  ,unknown,2.21e-05,https://api.spotify.com/v1/audio-analysis/17zb9ZfVByEUrFxgIr2zdg,0.454,371307.0,0.798,17zb9ZfVByEUrFxgIr2zdg,0.00304,6.0,0.075,-4.914,1.0,0.0515,128.002,4.0,https://api.spotify.com/v1/tracks/17zb9ZfVByEUrFxgIr2zdg,audio_features,spotify:track:17zb9ZfVByEUrFxgIr2zdg,0.234
21,Andybody, Sometimes I Even Amaze Myself  ,unknown,0.000228,https://api.spotify.com/v1/audio-analysis/2O8QHAIPQOixbk9jWT2KL8,0.714,318365.0,0.794,2O8QHAIPQOixbk9jWT2KL8,0.692,3.0,0.129,-3.285,0.0,0.0699,127.013,4.0,https://api.spotify.com/v1/tracks/2O8QHAIPQOixbk9jWT2KL8,audio_features,spotify:track:2O8QHAIPQOixbk9jWT2KL8,0.278
22,Landis, Impact  ,unknown,0.00181,https://api.spotify.com/v1/audio-analysis/3Leyr5eBd7FIqfW17z4tZM,0.694,296250.0,0.961,3Leyr5eBd7FIqfW17z4tZM,0.891,7.0,0.0956,-3.253,0.0,0.0614,128.016,4.0,https://api.spotify.com/v1/tracks/3Leyr5eBd7FIqfW17z4tZM,audio_features,spotify:track:3Leyr5eBd7FIqfW17z4tZM,0.265
23,TC, Get Down Low ,ShockOne Remix,0.0277,https://api.spotify.com/v1/audio-analysis/0mxBndh12XocBfVDbsGuAU,0.749,239684.0,0.845,0mxBndh12XocBfVDbsGuAU,0.396,6.0,0.329,-12.608,1.0,0.0576,127.988,4.0,https://api.spotify.com/v1/tracks/0mxBndh12XocBfVDbsGuAU,audio_features,spotify:track:0mxBndh12XocBfVDbsGuAU,0.661
24,TC, Get Down Low  ,unknown,0.00128,https://api.spotify.com/v1/audio-analysis/0f78GxGnaLJF7GMG6cbB65,0.513,260442.0,0.965,0f78GxGnaLJF7GMG6cbB65,0.185,6.0,0.378,-3.196,1.0,0.0747,172.967,4.0,https://api.spotify.com/v1/tracks/0f78GxGnaLJF7GMG6cbB65,audio_features,spotify:track:0f78GxGnaLJF7GMG6cbB65,0.105
25,Baauer RL Grime, Infinite Daps  ,unknown,,,,,,,,,,,,,,,,,,
