,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Oliver Heldens Shaun Frank   Delaney Jane, Shades Of Grey  ,unknown,0.0289,https://api.spotify.com/v1/audio-analysis/1mnJ5S9exO5yzkA1eiSq1v,0.796,183480.0,0.792,1mnJ5S9exO5yzkA1eiSq1v,0.000304,9.0,0.124,-5.773,0.0,0.116,119.969,4.0,https://api.spotify.com/v1/tracks/1mnJ5S9exO5yzkA1eiSq1v,audio_features,spotify:track:1mnJ5S9exO5yzkA1eiSq1v,0.514
1,Lucas Steve   Matt Kendo, You And I Know  ,unknown,0.0102,https://api.spotify.com/v1/audio-analysis/0kcEuXdGabEPKwaaBQWy0g,0.601,181455.0,0.919,0kcEuXdGabEPKwaaBQWy0g,0.34,7.0,0.0386,-4.184,0.0,0.0318,125.007,4.0,https://api.spotify.com/v1/tracks/0kcEuXdGabEPKwaaBQWy0g,audio_features,spotify:track:0kcEuXdGabEPKwaaBQWy0g,0.196
2,Sleepy Tom, I Want Your Soul  ,SPINNIN',0.00759,https://api.spotify.com/v1/audio-analysis/2ghLXeKJV55toIMdmWtT69,0.807,226141.0,0.743,2ghLXeKJV55toIMdmWtT69,0.437,10.0,0.0905,-5.221,0.0,0.0843,128.005,4.0,https://api.spotify.com/v1/tracks/2ghLXeKJV55toIMdmWtT69,audio_features,spotify:track:2ghLXeKJV55toIMdmWtT69,0.708
3,JAUZ Ephwurd, Rock The Party  ,unknown,0.0362,https://api.spotify.com/v1/audio-analysis/3G0awBmyUu0eLh30XTthBk,0.695,190784.0,0.981,3G0awBmyUu0eLh30XTthBk,0.00247,0.0,0.0584,-3.137,1.0,0.173,128.018,4.0,https://api.spotify.com/v1/tracks/3G0awBmyUu0eLh30XTthBk,audio_features,spotify:track:3G0awBmyUu0eLh30XTthBk,0.27
4,Soulmatic, Rip Up The Bass  ,unknown,0.00324,https://api.spotify.com/v1/audio-analysis/0EHQOCbk3x1UVV5jZfkL3L,0.786,282143.0,0.947,0EHQOCbk3x1UVV5jZfkL3L,0.475,9.0,0.0497,-4.285,0.0,0.0461,126.008,4.0,https://api.spotify.com/v1/tracks/0EHQOCbk3x1UVV5jZfkL3L,audio_features,spotify:track:0EHQOCbk3x1UVV5jZfkL3L,0.644
5,Martin Garrix Matisse Sadko, Dragon  ,unknown,0.00543,https://api.spotify.com/v1/audio-analysis/13yeSbqDD7JSd7EWMOATV1,0.513,196671.0,0.917,13yeSbqDD7JSd7EWMOATV1,0.816,7.0,0.0592,-4.048,0.0,0.0628,128.024,4.0,https://api.spotify.com/v1/tracks/13yeSbqDD7JSd7EWMOATV1,audio_features,spotify:track:13yeSbqDD7JSd7EWMOATV1,0.145
6,Univz, Vanished  ,SPINNIN',0.00208,https://api.spotify.com/v1/audio-analysis/5S4ia0sphapUTjSAl4HwPc,0.495,277394.0,0.927,5S4ia0sphapUTjSAl4HwPc,0.0,1.0,0.614,-2.482,0.0,0.0865,127.886,4.0,https://api.spotify.com/v1/tracks/5S4ia0sphapUTjSAl4HwPc,audio_features,spotify:track:5S4ia0sphapUTjSAl4HwPc,0.252
7,Tiësto DallasK, Show Me  ,unknown,2.59e-05,https://api.spotify.com/v1/audio-analysis/5dpHUPhXfwtEG1yQO1xGXH,0.663,179747.0,0.951,5dpHUPhXfwtEG1yQO1xGXH,0.91,5.0,0.292,-7.527,1.0,0.138,128.154,4.0,https://api.spotify.com/v1/tracks/5dpHUPhXfwtEG1yQO1xGXH,audio_features,spotify:track:5dpHUPhXfwtEG1yQO1xGXH,0.0396
8,Blasterjaxx MOTi   Jonathan Mendelsohn, Ghost In The Machine  ,unknown,0.00352,https://api.spotify.com/v1/audio-analysis/2xn0r9TJPUpiA4vZDrAORb,0.64,289846.0,0.955,2xn0r9TJPUpiA4vZDrAORb,0.0389,9.0,0.0924,-4.71,1.0,0.0549,130.013,4.0,https://api.spotify.com/v1/tracks/2xn0r9TJPUpiA4vZDrAORb,audio_features,spotify:track:2xn0r9TJPUpiA4vZDrAORb,0.0993
9,VINAI   Harrison, The Wave  ,unknown,0.00137,https://api.spotify.com/v1/audio-analysis/34MwNe3VRFUVobPYJdHbtb,0.749,206250.0,0.99,34MwNe3VRFUVobPYJdHbtb,9.83e-05,5.0,0.139,-1.824,1.0,0.174,128.024,4.0,https://api.spotify.com/v1/tracks/34MwNe3VRFUVobPYJdHbtb,audio_features,spotify:track:34MwNe3VRFUVobPYJdHbtb,0.0775
