,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Agoria, Directory ,Part 1,0.969,https://api.spotify.com/v1/audio-analysis/4YyNEdyDYBmva17GFsnnjl,0.0555,450286.0,0.000259,4YyNEdyDYBmva17GFsnnjl,0.792,0.0,0.1,-36.92,1.0,0.12,53.499,4.0,https://api.spotify.com/v1/tracks/4YyNEdyDYBmva17GFsnnjl,audio_features,spotify:track:4YyNEdyDYBmva17GFsnnjl,0.0271
1,Nthng, 1996  ,unknown,0.67,https://api.spotify.com/v1/audio-analysis/2ChQdhXgoWbBgsJZir4w2C,0.651,421829.0,0.59,2ChQdhXgoWbBgsJZir4w2C,0.823,2.0,0.118,-12.553,1.0,0.443,129.932,4.0,https://api.spotify.com/v1/tracks/2ChQdhXgoWbBgsJZir4w2C,audio_features,spotify:track:2ChQdhXgoWbBgsJZir4w2C,0.134
2,Truncate, Mira Mar ,V2,0.233,https://api.spotify.com/v1/audio-analysis/3XrxMA6USvgbge6n9QwAVk,0.94,342417.0,0.469,3XrxMA6USvgbge6n9QwAVk,0.894,0.0,0.103,-11.384,0.0,0.204,130.001,4.0,https://api.spotify.com/v1/tracks/3XrxMA6USvgbge6n9QwAVk,audio_features,spotify:track:3XrxMA6USvgbge6n9QwAVk,0.107
3,Yan Cook, Tetra  ,unknown,0.00486,https://api.spotify.com/v1/audio-analysis/5tMdxSREcV8q3s090VRSit,0.805,355521.0,0.669,5tMdxSREcV8q3s090VRSit,0.00846,11.0,0.698,-9.364,0.0,0.268,130.05,4.0,https://api.spotify.com/v1/tracks/5tMdxSREcV8q3s090VRSit,audio_features,spotify:track:5tMdxSREcV8q3s090VRSit,0.108
4,Andre Crom, Phoebe  ,unknown,0.00114,https://api.spotify.com/v1/audio-analysis/476bfuxuNBpZ9ulrtbh7JS,0.759,358276.0,0.868,476bfuxuNBpZ9ulrtbh7JS,0.92,8.0,0.111,-10.747,0.0,0.0612,129.991,4.0,https://api.spotify.com/v1/tracks/476bfuxuNBpZ9ulrtbh7JS,audio_features,spotify:track:476bfuxuNBpZ9ulrtbh7JS,0.0394
5,Patrik Skoog, The Field  ,unknown,5.83e-05,https://api.spotify.com/v1/audio-analysis/5xQoQXuAIJ47vDmUIOh9gB,0.774,401083.0,0.623,5xQoQXuAIJ47vDmUIOh9gB,0.764,1.0,0.107,-8.537,1.0,0.0612,129.989,4.0,https://api.spotify.com/v1/tracks/5xQoQXuAIJ47vDmUIOh9gB,audio_features,spotify:track:5xQoQXuAIJ47vDmUIOh9gB,0.492
6,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
7,Glaskin, Exo  ,unknown,0.414,https://api.spotify.com/v1/audio-analysis/7HILtmggDIBhz3FmR699u7,0.627,358966.0,0.642,7HILtmggDIBhz3FmR699u7,0.949,6.0,0.117,-13.134,0.0,0.0415,129.995,4.0,https://api.spotify.com/v1/tracks/7HILtmggDIBhz3FmR699u7,audio_features,spotify:track:7HILtmggDIBhz3FmR699u7,0.201
8,Thomas Hoffknecht, Discovered  ,unknown,0.0287,https://api.spotify.com/v1/audio-analysis/3RjlKyM7pVibkx3GQsYS17,0.88,393938.0,0.565,3RjlKyM7pVibkx3GQsYS17,0.917,7.0,0.104,-12.446,1.0,0.25,130.0,4.0,https://api.spotify.com/v1/tracks/3RjlKyM7pVibkx3GQsYS17,audio_features,spotify:track:3RjlKyM7pVibkx3GQsYS17,0.242
9,Florian Meindl, Space Traveler ,Lucy Remix,0.0122,https://api.spotify.com/v1/audio-analysis/5gtnPZVy5reNp1DKWJ1Q7p,0.686,457846.0,0.694,5gtnPZVy5reNp1DKWJ1Q7p,0.895,7.0,0.25,-11.641,1.0,0.0499,130.011,4.0,https://api.spotify.com/v1/tracks/5gtnPZVy5reNp1DKWJ1Q7p,audio_features,spotify:track:5gtnPZVy5reNp1DKWJ1Q7p,0.141
10,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
11,Natural Flow, Agatha ,Roman Poncet Remix,0.00123,https://api.spotify.com/v1/audio-analysis/5mkwZG5WOy0Ug6i8gy4sKE,0.796,410003.0,0.745,5mkwZG5WOy0Ug6i8gy4sKE,0.914,11.0,0.11,-12.477,0.0,0.0711,127.989,4.0,https://api.spotify.com/v1/tracks/5mkwZG5WOy0Ug6i8gy4sKE,audio_features,spotify:track:5mkwZG5WOy0Ug6i8gy4sKE,0.0909
12,Billy Turner, Break Through  ,unknown,0.0357,https://api.spotify.com/v1/audio-analysis/7wOZWwgpe04gnTXUK0T2yI,0.655,409238.0,0.634,7wOZWwgpe04gnTXUK0T2yI,0.9,1.0,0.112,-11.25,1.0,0.0354,129.999,4.0,https://api.spotify.com/v1/tracks/7wOZWwgpe04gnTXUK0T2yI,audio_features,spotify:track:7wOZWwgpe04gnTXUK0T2yI,0.162
13,Mathias Kaden, Nova ,Marco Faraone Remix,0.00132,https://api.spotify.com/v1/audio-analysis/7IG6E0nHyLaxn2I93SKQFd,0.756,421477.0,0.708,7IG6E0nHyLaxn2I93SKQFd,0.898,6.0,0.125,-12.045,0.0,0.0488,128.987,4.0,https://api.spotify.com/v1/tracks/7IG6E0nHyLaxn2I93SKQFd,audio_features,spotify:track:7IG6E0nHyLaxn2I93SKQFd,0.185
14,Alan Fitzpatrick, Magnetic Dog ,Trevino Remix,9.3e-05,https://api.spotify.com/v1/audio-analysis/4Z57Buo6whRckEYsoTUBZV,0.78,480670.0,0.631,4Z57Buo6whRckEYsoTUBZV,0.841,1.0,0.0703,-8.672,1.0,0.0451,127.997,4.0,https://api.spotify.com/v1/tracks/4Z57Buo6whRckEYsoTUBZV,audio_features,spotify:track:4Z57Buo6whRckEYsoTUBZV,0.476
15,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
16,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
17,HuSH Sleep, Ilmatar  ,unknown,0.073,https://api.spotify.com/v1/audio-analysis/2B29LkAAmgqMa38RPQ8V1M,0.672,378566.0,0.643,2B29LkAAmgqMa38RPQ8V1M,0.896,1.0,0.11,-11.233,0.0,0.0577,127.997,4.0,https://api.spotify.com/v1/tracks/2B29LkAAmgqMa38RPQ8V1M,audio_features,spotify:track:2B29LkAAmgqMa38RPQ8V1M,0.123
18,Flug, I Like Stress ,2000 And One Stress Tool,9.2e-06,https://api.spotify.com/v1/audio-analysis/5k9bJytaZFOU8FI4DM3xcf,0.787,327363.0,0.948,5k9bJytaZFOU8FI4DM3xcf,0.922,11.0,0.0992,-9.445,1.0,0.0535,129.984,4.0,https://api.spotify.com/v1/tracks/5k9bJytaZFOU8FI4DM3xcf,audio_features,spotify:track:5k9bJytaZFOU8FI4DM3xcf,0.0426
19,A Sagittariun, The Pathway ,Matrixxman Remix,0.00425,https://api.spotify.com/v1/audio-analysis/5o76WmmdFkmKIRG12prRkG,0.677,382058.0,0.609,5o76WmmdFkmKIRG12prRkG,0.842,4.0,0.156,-10.317,0.0,0.0651,132.019,4.0,https://api.spotify.com/v1/tracks/5o76WmmdFkmKIRG12prRkG,audio_features,spotify:track:5o76WmmdFkmKIRG12prRkG,0.359
20,Tiga   Audion, Stabbed In The Back ,ANNA Remix,0.000233,https://api.spotify.com/v1/audio-analysis/6uRiMirOteocVUy0sn1Nh9,0.782,421952.0,0.944,6uRiMirOteocVUy0sn1Nh9,0.936,6.0,0.108,-9.58,1.0,0.0749,128.002,4.0,https://api.spotify.com/v1/tracks/6uRiMirOteocVUy0sn1Nh9,audio_features,spotify:track:6uRiMirOteocVUy0sn1Nh9,0.0586
21,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
22,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
23,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
24,Shlomi Aber, Under Two Worlds  ,unknown,0.0976,https://api.spotify.com/v1/audio-analysis/7K86Y756xoExZ9LqLy39xy,0.759,441852.0,0.693,7K86Y756xoExZ9LqLy39xy,0.94,8.0,0.111,-12.356,1.0,0.0614,129.006,4.0,https://api.spotify.com/v1/tracks/7K86Y756xoExZ9LqLy39xy,audio_features,spotify:track:7K86Y756xoExZ9LqLy39xy,0.122
25,Looper (BE), Amnesiac ,BE,0.000647,https://api.spotify.com/v1/audio-analysis/0yiqgTExFlUjtgTcnUMj5L,0.79,465542.0,0.678,0yiqgTExFlUjtgTcnUMj5L,0.841,11.0,0.105,-10.99,0.0,0.0815,129.994,4.0,https://api.spotify.com/v1/tracks/0yiqgTExFlUjtgTcnUMj5L,audio_features,spotify:track:0yiqgTExFlUjtgTcnUMj5L,0.0374
26,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
27,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
28,Harvey McKay, Black Dolphin  ,unknown,0.00227,https://api.spotify.com/v1/audio-analysis/0uysFtYtEjavuunShowxaI,0.926,334973.0,0.892,0uysFtYtEjavuunShowxaI,0.646,10.0,0.114,-6.832,1.0,0.126,126.002,4.0,https://api.spotify.com/v1/tracks/0uysFtYtEjavuunShowxaI,audio_features,spotify:track:0uysFtYtEjavuunShowxaI,0.26
29,Tanera, What Happened  ,unknown,0.000135,https://api.spotify.com/v1/audio-analysis/516iQ05pbkQVH11GZId2U9,0.918,332187.0,0.661,516iQ05pbkQVH11GZId2U9,0.0492,11.0,0.0796,-8.614,0.0,0.296,122.965,4.0,https://api.spotify.com/v1/tracks/516iQ05pbkQVH11GZId2U9,audio_features,spotify:track:516iQ05pbkQVH11GZId2U9,0.91
30,Blawan, 993  ,unknown,0.000125,https://api.spotify.com/v1/audio-analysis/4yDFhjGlhRcS5Ay8mBYuk5,0.724,363643.0,0.675,4yDFhjGlhRcS5Ay8mBYuk5,0.774,3.0,0.116,-12.311,1.0,0.074,129.968,3.0,https://api.spotify.com/v1/tracks/4yDFhjGlhRcS5Ay8mBYuk5,audio_features,spotify:track:4yDFhjGlhRcS5Ay8mBYuk5,0.326
31,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
32,Industrialyzer, Multiple Walls  ,unknown,,,,,,,,,,,,,,,,,,
33,Schmutz, Punk ,Mark Broom Remix,0.000242,https://api.spotify.com/v1/audio-analysis/6Y3Ml2NewYSYuSYG1BKnKm,0.738,401824.0,0.837,6Y3Ml2NewYSYuSYG1BKnKm,0.903,1.0,0.0998,-8.402,1.0,0.037,128.011,4.0,https://api.spotify.com/v1/tracks/6Y3Ml2NewYSYuSYG1BKnKm,audio_features,spotify:track:6Y3Ml2NewYSYuSYG1BKnKm,0.0329
34,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
35,Patrick Siech, Noctambulist  ,unknown,0.00492,https://api.spotify.com/v1/audio-analysis/0bJitM7nIWTS2BN51L4U8o,0.788,419476.0,0.751,0bJitM7nIWTS2BN51L4U8o,0.863,7.0,0.148,-10.163,1.0,0.0462,126.001,4.0,https://api.spotify.com/v1/tracks/0bJitM7nIWTS2BN51L4U8o,audio_features,spotify:track:0bJitM7nIWTS2BN51L4U8o,0.459
36,ID, ID  ,unknown,0.000124,https://api.spotify.com/v1/audio-analysis/1GfuUJQxZr1pOuFxpyR5yC,0.471,257496.0,0.808,1GfuUJQxZr1pOuFxpyR5yC,0.445,1.0,0.341,-8.396,1.0,0.0417,131.898,4.0,https://api.spotify.com/v1/tracks/1GfuUJQxZr1pOuFxpyR5yC,audio_features,spotify:track:1GfuUJQxZr1pOuFxpyR5yC,0.0969
