,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Sasha, Vapour Trails ,Kiasmos Remix,0.00689,https://api.spotify.com/v1/audio-analysis/3iSU6NKEE5yyfnDC4sKobs,0.765,374480.0,0.556,3iSU6NKEE5yyfnDC4sKobs,0.943,4.0,0.0974,-10.284,0.0,0.0979,122.015,4.0,https://api.spotify.com/v1/tracks/3iSU6NKEE5yyfnDC4sKobs,audio_features,spotify:track:3iSU6NKEE5yyfnDC4sKobs,0.13
1,Upercent, Pedres  ,unknown,0.63,https://api.spotify.com/v1/audio-analysis/5raLha76tTtt0tcVxpBCrG,0.921,436158.0,0.42,5raLha76tTtt0tcVxpBCrG,0.834,9.0,0.0633,-11.471,0.0,0.186,118.959,4.0,https://api.spotify.com/v1/tracks/5raLha76tTtt0tcVxpBCrG,audio_features,spotify:track:5raLha76tTtt0tcVxpBCrG,0.244
2,Marek Hemmann, Venice  ,unknown,0.0681,https://api.spotify.com/v1/audio-analysis/5GpiOVDVh3khgKJWTbRiwd,0.66,342949.0,0.661,5GpiOVDVh3khgKJWTbRiwd,0.842,0.0,0.0969,-10.2,1.0,0.0524,127.021,4.0,https://api.spotify.com/v1/tracks/5GpiOVDVh3khgKJWTbRiwd,audio_features,spotify:track:5GpiOVDVh3khgKJWTbRiwd,0.244
3,Yotto, Mulholland 99  ,unknown,0.0123,https://api.spotify.com/v1/audio-analysis/6E4BLj7buaUbqi2WVQCBpG,0.732,259511.0,0.913,6E4BLj7buaUbqi2WVQCBpG,0.867,7.0,0.127,-4.37,1.0,0.0437,119.985,4.0,https://api.spotify.com/v1/tracks/6E4BLj7buaUbqi2WVQCBpG,audio_features,spotify:track:6E4BLj7buaUbqi2WVQCBpG,0.489
4,Groove Armada, Superstylin' ,Riva Starr Edit,0.00293,https://api.spotify.com/v1/audio-analysis/6BEnwVOGIke4pQ7Ixftori,0.802,370875.0,0.935,6BEnwVOGIke4pQ7Ixftori,0.3,10.0,0.109,-5.329,0.0,0.0523,124.979,4.0,https://api.spotify.com/v1/tracks/6BEnwVOGIke4pQ7Ixftori,audio_features,spotify:track:6BEnwVOGIke4pQ7Ixftori,0.67
5,Mat.Joe, Nighthawk  ,unknown,0.00462,https://api.spotify.com/v1/audio-analysis/0pmxufhrRjBKFj3O2uOL4I,0.86,436259.0,0.823,0pmxufhrRjBKFj3O2uOL4I,0.764,7.0,0.0392,-8.201,1.0,0.071,123.987,4.0,https://api.spotify.com/v1/tracks/0pmxufhrRjBKFj3O2uOL4I,audio_features,spotify:track:0pmxufhrRjBKFj3O2uOL4I,0.358
6,Moby, Natural Blues ,Coyu Remix,0.000618,https://api.spotify.com/v1/audio-analysis/4kjlafDkGqAppMAmfj7TpL,0.726,593381.0,0.795,4kjlafDkGqAppMAmfj7TpL,0.811,7.0,0.579,-9.792,1.0,0.0415,124.999,4.0,https://api.spotify.com/v1/tracks/4kjlafDkGqAppMAmfj7TpL,audio_features,spotify:track:4kjlafDkGqAppMAmfj7TpL,0.132
7,Felix Kröcher, Provident ,Victor Ruiz Remix,0.129,https://api.spotify.com/v1/audio-analysis/6hixzjNG8llgcKb7rhi22E,0.721,409025.0,0.372,6hixzjNG8llgcKb7rhi22E,0.875,6.0,0.0724,-15.426,0.0,0.0521,124.997,4.0,https://api.spotify.com/v1/tracks/6hixzjNG8llgcKb7rhi22E,audio_features,spotify:track:6hixzjNG8llgcKb7rhi22E,0.211
8,Eating Snow, This Emptiness Is Mine ,andhim Remix,0.1,https://api.spotify.com/v1/audio-analysis/3cxnsWR7JaohnblUbPut57,0.72,445213.0,0.857,3cxnsWR7JaohnblUbPut57,0.745,1.0,0.363,-7.472,1.0,0.0458,119.007,4.0,https://api.spotify.com/v1/tracks/3cxnsWR7JaohnblUbPut57,audio_features,spotify:track:3cxnsWR7JaohnblUbPut57,0.33
9,5 Sterne Deluxe, Schund ,Super Flu No Champier Mix,0.414,https://api.spotify.com/v1/audio-analysis/1hmvlLn6laTvv3fqqRNSAO,0.518,317360.0,0.318,1hmvlLn6laTvv3fqqRNSAO,0.00073,6.0,0.318,-12.291,1.0,0.41,73.773,4.0,https://api.spotify.com/v1/tracks/1hmvlLn6laTvv3fqqRNSAO,audio_features,spotify:track:1hmvlLn6laTvv3fqqRNSAO,0.394
10,Klangkarussell, Hey Maria ,Elderbrook Remix,0.232,https://api.spotify.com/v1/audio-analysis/7v7teR4FtyiZzkc1tX2a4V,0.847,213177.0,0.329,7v7teR4FtyiZzkc1tX2a4V,0.0292,0.0,0.109,-10.972,1.0,0.0531,117.941,4.0,https://api.spotify.com/v1/tracks/7v7teR4FtyiZzkc1tX2a4V,audio_features,spotify:track:7v7teR4FtyiZzkc1tX2a4V,0.36
