,Artist(s),Title,Release,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,Tchami, Adieu  ,unknown,0.0464,https://api.spotify.com/v1/audio-analysis/3de3pLWU48fpTNlSuM6tyR,0.718,413333.0,0.747,3de3pLWU48fpTNlSuM6tyR,0.641,11.0,0.0772,-4.932,0.0,0.0409,125.982,4.0,https://api.spotify.com/v1/tracks/3de3pLWU48fpTNlSuM6tyR,audio_features,spotify:track:3de3pLWU48fpTNlSuM6tyR,0.325
1,Nicola Pigini, Milkshake  ,unknown,0.000255,https://api.spotify.com/v1/audio-analysis/09RkdPYRHfCd4AYXT50ggA,0.805,299626.0,0.639,09RkdPYRHfCd4AYXT50ggA,0.499,2.0,0.0866,-4.956,1.0,0.0649,123.003,4.0,https://api.spotify.com/v1/tracks/09RkdPYRHfCd4AYXT50ggA,audio_features,spotify:track:09RkdPYRHfCd4AYXT50ggA,0.58
2,Chase Status   Moko, Count On Me  ,UMG,0.104,https://api.spotify.com/v1/audio-analysis/5XmKJXidSzQC2aUk35oLyt,0.665,213307.0,0.901,5XmKJXidSzQC2aUk35oLyt,6.55e-05,7.0,0.358,-4.193,0.0,0.0362,129.954,4.0,https://api.spotify.com/v1/tracks/5XmKJXidSzQC2aUk35oLyt,audio_features,spotify:track:5XmKJXidSzQC2aUk35oLyt,0.594
3,Don Diablo, Momentum  ,unknown,0.052,https://api.spotify.com/v1/audio-analysis/0oG8ldcaN9vQIk2TMLmloS,0.761,169004.0,0.928,0oG8ldcaN9vQIk2TMLmloS,0.000387,9.0,0.0365,-2.895,0.0,0.0644,126.071,4.0,https://api.spotify.com/v1/tracks/0oG8ldcaN9vQIk2TMLmloS,audio_features,spotify:track:0oG8ldcaN9vQIk2TMLmloS,0.0398
4,Max Freegrant   Pryce Oliver, Shame  ,unknown,0.00239,https://api.spotify.com/v1/audio-analysis/37eOPuMqGvTUjwTSsB4AdS,0.645,375480.0,0.885,37eOPuMqGvTUjwTSsB4AdS,0.755,9.0,0.253,-6.753,1.0,0.047,125.021,4.0,https://api.spotify.com/v1/tracks/37eOPuMqGvTUjwTSsB4AdS,audio_features,spotify:track:37eOPuMqGvTUjwTSsB4AdS,0.451
5,Croatia Squad Me My Toothbrush, Can't Get No Love  ,unknown,,,,,,,,,,,,,,,,,,
6,Alan Walker, Alone ,Lost Frequencies Remix,0.0202,https://api.spotify.com/v1/audio-analysis/11GRXDuBuUM6kEZ3RpFewA,0.65,403987.0,0.718,11GRXDuBuUM6kEZ3RpFewA,0.43,7.0,0.141,-8.031,0.0,0.047,120.968,4.0,https://api.spotify.com/v1/tracks/11GRXDuBuUM6kEZ3RpFewA,audio_features,spotify:track:11GRXDuBuUM6kEZ3RpFewA,0.176
7,Benny Camaro, Hold Me Down  ,WORMLAND MUSIC,0.000302,https://api.spotify.com/v1/audio-analysis/4mCuCsUQPJveDPiZ3Z7nDW,0.744,329529.0,0.927,4mCuCsUQPJveDPiZ3Z7nDW,0.531,1.0,0.0363,-4.849,0.0,0.0874,123.978,4.0,https://api.spotify.com/v1/tracks/4mCuCsUQPJveDPiZ3Z7nDW,audio_features,spotify:track:4mCuCsUQPJveDPiZ3Z7nDW,0.291
8,Chuckie, Back In The Club  ,unknown,0.00189,https://api.spotify.com/v1/audio-analysis/1Wk3nAQrCbQaBvPGo346ox,0.73,275906.0,0.979,1Wk3nAQrCbQaBvPGo346ox,0.88,7.0,0.564,-3.461,1.0,0.0899,127.022,4.0,https://api.spotify.com/v1/tracks/1Wk3nAQrCbQaBvPGo346ox,audio_features,spotify:track:1Wk3nAQrCbQaBvPGo346ox,0.637
9,Watermät   Kelli,Leigh ,unknown,0.0289,https://api.spotify.com/v1/audio-analysis/6gDfE0IcyVz8l19sFEhzKZ,0.575,210484.0,0.763,6gDfE0IcyVz8l19sFEhzKZ,0.00517,7.0,0.103,-5.643,1.0,0.0684,124.153,4.0,https://api.spotify.com/v1/tracks/6gDfE0IcyVz8l19sFEhzKZ,audio_features,spotify:track:6gDfE0IcyVz8l19sFEhzKZ,0.353
10,Charles B VCTRY, Universal Funk  ,unknown,0.000266,https://api.spotify.com/v1/audio-analysis/0s5JQK3r7H6D8kKQenK8DT,0.646,306667.0,0.84,0s5JQK3r7H6D8kKQenK8DT,0.826,11.0,0.0351,-7.124,0.0,0.0657,125.982,4.0,https://api.spotify.com/v1/tracks/0s5JQK3r7H6D8kKQenK8DT,audio_features,spotify:track:0s5JQK3r7H6D8kKQenK8DT,0.409
11,A,Minor ,unknown,0.00122,https://api.spotify.com/v1/audio-analysis/1A0tpeLaB81qYywJdTfvfx,0.478,246760.0,0.737,1A0tpeLaB81qYywJdTfvfx,0.0164,8.0,0.13,-5.473,1.0,0.0284,114.978,4.0,https://api.spotify.com/v1/tracks/1A0tpeLaB81qYywJdTfvfx,audio_features,spotify:track:1A0tpeLaB81qYywJdTfvfx,0.196
12,Robbie Rivera, Revenge ,Dero Remix,0.000177,https://api.spotify.com/v1/audio-analysis/7BJx9gZKCVo9LA1ccydKaJ,0.672,249548.0,0.882,7BJx9gZKCVo9LA1ccydKaJ,0.368,4.0,0.0952,-5.162,1.0,0.123,126.012,4.0,https://api.spotify.com/v1/tracks/7BJx9gZKCVo9LA1ccydKaJ,audio_features,spotify:track:7BJx9gZKCVo9LA1ccydKaJ,0.334
13,Depeche Mode, Just Can't Get Enough ,Judge Jules Re-Touch,0.407,https://api.spotify.com/v1/audio-analysis/0xuXRQJfxmdP6gvfDe2Z4L,0.759,220893.0,0.779,0xuXRQJfxmdP6gvfDe2Z4L,0.061,0.0,0.159,-9.375,1.0,0.0347,128.211,4.0,https://api.spotify.com/v1/tracks/0xuXRQJfxmdP6gvfDe2Z4L,audio_features,spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,0.918
14,Herb Alpert The Tijuana Brass, Popcorn ,Judge Jules Re-touch,0.00239,https://api.spotify.com/v1/audio-analysis/4WGXdEXSxcs7ZJpzaFTxsD,0.543,125453.0,0.833,4WGXdEXSxcs7ZJpzaFTxsD,0.279,7.0,0.0865,-7.785,1.0,0.0853,133.08,4.0,https://api.spotify.com/v1/tracks/4WGXdEXSxcs7ZJpzaFTxsD,audio_features,spotify:track:4WGXdEXSxcs7ZJpzaFTxsD,0.636
15,AC Slater Shift K3Y, Come Back  ,unknown,0.00496,https://api.spotify.com/v1/audio-analysis/4mnqC0A5hcIknWr9jgyMy3,0.774,308000.0,0.837,4mnqC0A5hcIknWr9jgyMy3,0.00428,11.0,0.0472,-6.723,0.0,0.0416,125.027,4.0,https://api.spotify.com/v1/tracks/4mnqC0A5hcIknWr9jgyMy3,audio_features,spotify:track:4mnqC0A5hcIknWr9jgyMy3,0.499
16,Popcorn Poppers, Rotate  ,unknown,0.00499,https://api.spotify.com/v1/audio-analysis/3geOLePWbfiTOw3gAyqOY0,0.6,214080.0,0.999,3geOLePWbfiTOw3gAyqOY0,0.85,6.0,0.102,-1.765,0.0,0.157,125.002,4.0,https://api.spotify.com/v1/tracks/3geOLePWbfiTOw3gAyqOY0,audio_features,spotify:track:3geOLePWbfiTOw3gAyqOY0,0.144
17,CamelPhat Elderbrook, Cola  ,unknown,0.0245,https://api.spotify.com/v1/audio-analysis/7ir1tVqAtNjctvteJPw5MF,0.706,223869.0,0.74,7ir1tVqAtNjctvteJPw5MF,0.512,6.0,0.135,-7.904,1.0,0.0325,122.007,3.0,https://api.spotify.com/v1/tracks/7ir1tVqAtNjctvteJPw5MF,audio_features,spotify:track:7ir1tVqAtNjctvteJPw5MF,0.444
18,Headstrong   Stine Grove, If I Fall ,Judge Jules Remix,0.00424,https://api.spotify.com/v1/audio-analysis/0fRt2ItKkZsSZR1c7gjISF,0.772,345673.0,0.751,0fRt2ItKkZsSZR1c7gjISF,0.454,1.0,0.04,-5.769,0.0,0.0761,123.006,4.0,https://api.spotify.com/v1/tracks/0fRt2ItKkZsSZR1c7gjISF,audio_features,spotify:track:0fRt2ItKkZsSZR1c7gjISF,0.365
19,Noel Sanger Mezo, Believed In You ,LTN Sunrise Vocal Remix,0.0121,https://api.spotify.com/v1/audio-analysis/3UCl3kwnaY4bE8rmNExcbk,0.696,329032.0,0.619,3UCl3kwnaY4bE8rmNExcbk,0.0263,5.0,0.0878,-9.282,0.0,0.0375,124.002,4.0,https://api.spotify.com/v1/tracks/3UCl3kwnaY4bE8rmNExcbk,audio_features,spotify:track:3UCl3kwnaY4bE8rmNExcbk,0.5
20,Tim Mason, Figalogue  ,unknown,0.0264,https://api.spotify.com/v1/audio-analysis/1i3cGSufDrkkkagSA47Hco,0.576,224125.0,0.904,1i3cGSufDrkkkagSA47Hco,0.697,6.0,0.54,-5.346,1.0,0.0563,123.988,4.0,https://api.spotify.com/v1/tracks/1i3cGSufDrkkkagSA47Hco,audio_features,spotify:track:1i3cGSufDrkkkagSA47Hco,0.0397
21,Cosmic Gate JES, Fall Into You  ,BLACK HOLE,0.000959,https://api.spotify.com/v1/audio-analysis/37qN2dmnJ8B5H4ownZSXPE,0.693,358229.0,0.671,37qN2dmnJ8B5H4ownZSXPE,0.00758,8.0,0.0668,-4.937,0.0,0.0376,127.996,4.0,https://api.spotify.com/v1/tracks/37qN2dmnJ8B5H4ownZSXPE,audio_features,spotify:track:37qN2dmnJ8B5H4ownZSXPE,0.386
22,Purple Haze, Choir 1.0  ,SPINNIN',0.635,https://api.spotify.com/v1/audio-analysis/3iNQ7EfGVt6Oa60CM89EjZ,0.699,235349.0,0.812,3iNQ7EfGVt6Oa60CM89EjZ,0.00142,7.0,0.383,-3.413,0.0,0.0525,129.018,4.0,https://api.spotify.com/v1/tracks/3iNQ7EfGVt6Oa60CM89EjZ,audio_features,spotify:track:3iNQ7EfGVt6Oa60CM89EjZ,0.234
